imageid,keywords,year,_material,_height,_width,_time,_description
9419fc87-bb84-4208-8ca3-f33d22acc687,"The Hague,drawing,Figures",1882,pencil,3200,5740,1882,"Old Woman with a Shawl and a Walking Stick"
cc78a81b-0d15-4478-967d-4dbfbdeeb0ed,"Paris,drawing,Figures",1887,"chalk on paper",3490,2570,1887,"Clarinettist and Piccolo Player"
7f70f2fc-f544-4632-ae27-2e4c95174bdd,"Antwerp,painting,study,Portrait,Figures,Heads",1885,"oil on canvas",3980,5050,1885,"Portrait of an Old Woman"
47526fcf-9fe5-41d7-b5ee-f7b92c4836ca,"Paris,sketch,drawing",1886,"chalk on paper",1980,1090,1886,"Standing Female Nude"
e798185a-e933-41e7-8073-0a0410a9b389,"The Hague,drawing,Figures,Peasant Life",1882,"pencil on paper",2120,3170,1882,"Two Sowers"
f598bec2-cadd-49a1-aa8d-7968f0cd5e08,"The Hague,drawing,Figures",1882,"pencil on paper",2840,5040,1882,Digger
b92c5c10-717d-4024-9baa-6b6468241eb2,"Paris,painting,Still Life",1886,"oil on cardboard",2700,3450,1886,"Small Bottle with Peonies and Blue Delphiniums"
c6e1ab70-ce85-452a-83a4-2762de0f7cf4,"Paris,drawing,Figures",1887,"chalk on paper",2580,3490,1887,"Violinist Seen from the Back"
146bb67c-7536-4615-af27-38651e13d6bc,"Auvers-sur-Oise,drawing,Nature,landscape,Townscape",1890,chalk,5440,4400,1890,"Blossoming Chestnut Trees by a House"
801d4e78-0887-42f2-8ee5-ceb15617f353,"Arles,drawing,landscape",1888,pencil,3490,2580,1888,"Field with Houses"
61bbbb23-b10a-4e87-a7ab-cbc2576dee91,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Woman
d731cea5-bad1-4bb0-a645-10d5b88b8a8f,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3460,2150,1885,"Three Studies of a Woman with a Shawl"
0b72610d-380b-44d6-bffd-a1b94cff3b4b,"Nuenen,sketch,drawing",1884,"pen and ink on paper",750,1240,"1884 - 1885",Sower
d1c1ef20-d094-4a76-a55e-8df32c861554,"Paris,painting,Figures,nude",1886,"oil on canvas",2350,2710,1886,"Nude Girl, Seated"
b76971a4-80d4-4762-ba54-26af3637b9c7,"Etten,drawing,Portrait",1881,pencil,2610,3450,1881,"Portrait of Vincent van Gogh, the Artist&#39;s Grandfather"
9fbe7f0d-5f9a-4fa9-a4c3-0c926b68a0c4,"Nuenen,drawing,Portrait",1884,"pencil on paper",4470,2900,1884,"Part of a Portrait of Anthon van Rappard"
4c53dd24-4372-4acd-a7c1-d083d33f5cb9,"Etten,drawing",1881,"pencil on paper",2250,2980,1881,Sower
6b7ead19-496e-4d0c-81d6-1c5a26ed8df9,"sketch,drawing",1886,"chalk on paper",1360,1020,1886,Knee
58125830-639c-4755-a190-c170f2131e22,"Arles,drawing,Cityscape",1888,pencil,4920,6070,1888,"Garden of a Bathhouse"
4a6fdedd-74fb-4625-b4a6-8c5521e2ba1e,"Nuenen,drawing,landscape,Nature",1885,"chalk on paper",2260,2970,1885,"Landscape in Stormy Weather"
8f09ad86-a3fa-42d0-8207-911ff5467533,"Antwerp,drawing,Figures,nude",1886,charcoal,3920,5040,1886,"Standing Female Nude Seen from the Front"
def3eecf-7b04-48b1-9255-488f8ada1f3d,"Arles,painting,Portrait,Figures,Heads",1888,"oil on canvas",4200,5800,1888,"An Old Woman of Arles"
14b4a6be-991f-44f5-baab-3cbb1a67f9c6,"Nuenen,painting,study,Figures,Heads",1885,"oil on canvas",3210,4250,1885,"Head of a Man"
0c8ee7b9-0b44-4b27-bc30-c310dabd0040,"Auvers-sur-Oise,drawing,Townscape",1890,pencil,5560,4500,1890,"Dead-End Street with Houses"
4e799cf4-a8ea-4c0f-9cda-18ea82e62449,"The Hague,drawing,Figures,Heads",1882,pencil,2470,3950,"1882 - 1883","Head of a Woman"
091b081f-7b22-4b04-af58-5c51abb813b9,"Nuenen",1884,,750,1240,"1884 - 1885","Inside endpaper with press-through of &#39;Head of a Man&#39;"
6f2deb31-3f69-4c9a-9185-5e2e0a780f6e,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Windmills at Montmartre"
f1bc8aee-3eff-4127-98a8-7af6d9013859,"Antwerp,painting,study,Portrait,Figures,Heads",1885,"oil on canvas",3370,4440,1885,"Portrait of an Old Man"
23e058c4-4c63-4851-b55b-55c334f82eae,"Paris,drawing,Cityscape",1887,pencil,5250,3870,1887,"A Guinguette"
aba0a85f-cf12-4234-b82e-c5ba8fb11299,"Nuenen,painting,Townscape,Peasant Life",1885,"oil on canvas",8000,6500,1885,"The Old Church Tower at Nuenen (&#39;The Peasants&#39; Churchyard&#39;)"
a4326ea1-fc80-4ae0-b59d-e6445ee28040,"Paris,drawing,Cityscape",1886,"chalk on paper",3020,2270,1886,"View of Paris with Notre-Dame and the Panth&#233;on"
4aded2de-2f73-49f1-a178-db491a9f1199,"Paris,painting,Nature,Animals",1887,"oil on canvas",1910,2660,1887,"Kingfisher by the Waterside"
3b7205b2-854e-41f1-b84f-bf06ce4cee68,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Head of a Woman"
96c5e59b-bc81-40aa-9fed-375cb3053ac2,"Paris,drawing,study,Cityscape,Figures,landscape",1887,"pencil on paper",4600,2910,1887,"Apartment Blocks and Miscellaneous Studies"
a26cabe7-06b3-47c8-96f6-81ff01ac4561,"Auvers-sur-Oise,drawing,landscape",1890,chalk,6280,4750,1890,"Field with Sheaves of Wheat"
f917e131-2e7f-412a-9f77-0ebb6565c639,"Paris,painting,Still Life",1886,"oil on canvas",2190,4210,1886,"Flame Nettle in a Flowerpot"
aee5b10c-414b-4066-a139-ae1ad78d2fea,"Paris",1886,"pencil on paper",1980,1090,1886,"Inside endpaper with note and rubbing"
96caf0ff-9cd5-4ecf-943e-eb0aaa993388,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Three Fish"
8fe06271-fc7e-4ef1-9f5d-7b3a1a61e32a,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885","Head of a Man"
44a82d56-06e1-4a52-a3bf-499065417294,"Saint-Rémy-de-Provence,drawing,Figures,landscape",1890,"pencil on paper",3190,2380,1890,"Winter Landscape with Walking Figures"
535b91dc-22fb-4a73-bb7b-6484a2d9edfe,"Paris,drawing,Figures",1887,"chalk on paper",2580,3480,1887,"Double-Bass Player"
375aaf39-a4e2-4ddc-b6a1-39e0e6531381,"Nuenen,drawing,Figures",1884,"chalk on paper",3450,2130,"1884 - 1885","Two Hands and Two Arms"
69f2546e-63cf-47f6-af22-a2fdc0ea6257,"The Hague,drawing,Figures,Heads",1882,"pencil on paper",2250,2910,1882,"Head of a Woman"
a4889841-fd18-470b-87cc-2b3b5e0c0b37,"Nieuw Amsterdam,painting,landscape,Peasant Life",1883,"oil on canvas",5500,3750,1883,"Farm with Stacks of Peat"
ee5e5bb9-3eca-4ce9-be72-74ac16cfddeb,"Auvers-sur-Oise,painting,Still Life",1890,"oil on canvas",2900,4220,1890,"Vase of Flowers"
7d201afd-3978-46e1-99d7-ef08995a4f7c,"Saint-Rémy-de-Provence,painting,Figures,Peasant Life",1889,"oil on canvas",3310,4450,1889,"The Sheaf-Binder (after Millet)"
9ad166f2-f002-4246-afd4-baebf2aeb360,"The Hague,drawing,Figures,Heads",1883,pencil,2840,4450,1883,"Fisherman with Sou&#39;wester, Pipe and Coal Pan"
7d8ac442-1fdc-445d-8f25-b2dec45fff3d,"Paris,drawing,study,Figures,Still Life,nude",1887,chalk,2490,3220,1887,"Torso of Venus"
9de4ab68-d2d8-41e8-bbab-7d7dfdf2b3c0,"Saint-Rémy-de-Provence,drawing,Figures",1890,"pencil on paper",3170,2390,1890,"Studies of Figures Working and Eating"
624f3fb5-7377-4483-9fc2-7c75e145fc1f,"Paris,painting,Cityscape",1887,"oil on canvas",4640,2150,1887,"Sunset in Montmartre"
640f97af-e7eb-4b2e-8bd2-c23606149adc,"Paris,painting,Cityscape,landscape",1887,"oil on canvas",4050,3210,1887,"The Bridge at Courbevoie"
bf08edc4-585f-4290-bc85-68c7d5131f3e,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk or charcoal",5540,3800,1885,"Sale of Building Scrap"
27d1a0c5-d3a0-4746-a9f5-ae25f99ae11c,"Nuenen,drawing,landscape,Nature",1884,pencil,5420,3950,1884,"Pollard Birches"
500a253e-6baa-4bb1-a754-32182f4b79cf,"Nuenen,sketch,drawing",1884,"chalk on paper",750,1240,"1884 - 1885","Lower Leg"
779afe89-332d-48bd-b391-ff210720846e,"Auvers-sur-Oise,drawing,Townscape,Figures,Heads",1890,"chalk on paper",3120,4840,1890,"Auvers Town Hall and Head of a Man"
0d5dc6ee-4790-404a-9c25-b979ccd215f9,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Head of a Man"
339274e2-a16b-46bc-a509-61cb02dc3e55,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Woman
e3ac0ee1-dbd7-4d62-94d4-b43ed049efa8,"Saint-Rémy-de-Provence,drawing,Animals,Nature",1889,chalk,2100,1350,1889,"Giant Peacock Moth and Poppy Seed Pop"
01edc2f7-d28f-47bc-bb95-3ca26a1d7068,"Paris,painting,Still Life",1887,"oil on canvas",5500,4600,1887,"Basket of Pansies"
3d970be7-0d49-4c0e-9994-1cc798447605,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas on triplex",3480,4220,1885,"Head of a Woman"
1b493e67-ffc6-4411-b2db-4338a3b0ffda,"sketch,drawing",1886,"chalk on paper",1050,1020,1886,Knee
39b81fe3-c746-4473-8681-c2c5ecf7a57d,"Nuenen,drawing,Figures,interior,Peasant Life",1885,"chalk on paper",2670,4220,1885,"Woman Shelling Peas"
7a86c151-430a-4f07-82a0-7ea4691db7c5,"Saint-Rémy-de-Provence,drawing,landscape,Figures,Peasant Life",1890,"pencil on paper",3190,2380,1890,"Field with Sower"
935e9647-fb65-4f2b-81ec-332f5eb032e5,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3350,4270,1885,"Head of a Woman"
aba0a587-3cd3-454e-9fde-22fbfeaf3cce,"Saint-Rémy-de-Provence,drawing,landscape,Nature",1889,"brush and ink",6490,4980,1889,"Olive Grove"
d34062c0-9d19-4671-8737-a6e550314483,"Auvers-sur-Oise,print,Portrait",1890,etching,1500,1800,1890,"Portrait of Dr Gachet"
f428515a-355f-44ba-a840-b331958a5f88,"Saint-Rémy-de-Provence,drawing,Seascape,Figures,Still Life",1890,pencil,2880,4780,1890,"Figures on the Beach and a Plate, Bowl and Spoon"
a823b23f-7d25-484f-9d35-f7574caaf981,"Paris,painting,Cityscape",1887,"oil on canvas",6550,3500,1887,"Impasse des Deux Fr&#232;res"
b0dd5639-012b-4cca-946a-f8002bab13de,"Auvers-sur-Oise,print,Portrait",1890,"etching in yellow ochre",1500,1800,1890,"Portrait of Dr Gachet"
9fe52cb0-4b01-43c0-875e-20e4b31ecdc9,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Woman Bending"
bf793842-bca5-4b18-b6f5-5b744cb0bcd1,"Nuenen,sketch,drawing",1884,pencil,750,1240,"1884 - 1885","View of Eindhoven"
e405d1dc-a89a-4ab3-8097-6e112b732325,"sketch,drawing",1890,"chalk on paper",850,1340,1890,Hand
0d7691e3-6ebf-4b4d-8f36-e1c56bed55de,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Pelvis of a Skeleton"
cd021fe0-c896-4a8e-8e3e-03be248a419b,"Nuenen,drawing,Figures",1884,"chalk on paper",4240,3470,"1884 - 1885","Hands with a Stick"
0ab17854-2260-43fb-ae8a-c65842e7fbe9,"Saint-Rémy-de-Provence,painting,landscape,Nature,Peasant Life",1889,"oil on canvas",9270,7320,1889,"Wheatfield with a Reaper"
f1955599-44cd-4f1c-828c-b01610eacb41,"Antwerp,painting,Cityscape",1885,"oil on canvas",3370,4370,"1885 - 1886","Houses Seen from the Back"
7b08d32f-27cb-4401-875b-e3e060480cb8,"Paris,drawing,Cityscape",1887,"pencil on paper",2920,4600,1887,"Study of the Paris Ramparts"
737927d2-bdf9-4a4c-9ad3-7a85cd82728f,"Nuenen,drawing,Figures",1885,"chalk on paper",3460,2130,1885,"Three Hands, Two Holding Forks"
874c6687-bbfa-49d7-8880-c58fd99d0f77,"1860 - 1870,drawing,Townscape,Peasant Life",1864,"pencil on paper",2650,1950,1864,"Open Barn and Farmhouse"
e6f21551-6eb7-4459-947d-840e931cb4b8,"Nuenen,drawing,Figures",1885,"chalk on paper",2100,3460,1885,"Woman with a Shawl"
c7eb5da7-4ada-4275-a753-d0a77a83aea0,"Paris,drawing,Figures",1886,pencil,1680,1010,1886,"Man on a Bench"
de389a46-acb2-4f1b-aa1c-3d2e952563ef,"Antwerp,drawing,Figures,Heads",1885,"chalk on paper",920,1650,1885,"Head of an Old Man"
d0773eca-715b-46ee-bbe1-148a2d24e187,"Nuenen,drawing,Townscape,Peasant Life",1883,pencil,2860,1840,1883,"Churchyard in Winter"
8e3d46f0-c9a5-41f1-9bb2-860d54aab07a,"The Hague,drawing,Figures,Heads",1882,pencil,2630,4760,"1882 - 1883","Head of a Woman"
342349eb-1a05-475a-843d-d624acff1460,"Paris,painting,study,Still Life,Figures,nude",1886,"oil on cardboard",3810,4640,1886,"Torso of Venus"
84f5bca6-8e57-4a9d-926e-256186e11cea,"sketch,drawing",1890,"chalk on paper",850,1340,1890,"Landscape with the River Oise"
0bdb6972-18c6-4f91-a4dd-334026be88fa,"The Hague,drawing,Figures",1883,chalk,3550,5380,1883,"Woman with a Child on her Lap"
7e1d00c8-f2eb-452f-a95a-81ae0c6c8d4b,"Paris,drawing,Animals",1887,"pencil on paper",3520,2690,1887,Swift
732caefa-d059-41e8-bd50-afb8cc0fcd14,"Arles,drawing,Cityscape",1888,pencil,3200,2570,1888,"The Yellow House (The Street)"
3bae724c-ccd3-4917-b5c4-6f6655ce44c8,"Auvers-sur-Oise,drawing,study,Figures",1890,"pencil on paper",2730,4430,1890,"Standing Male Nude and Sitting Figure (after Bargue)"
d25343aa-2fc5-45b0-8dca-b35b18884788,"Paris,drawing,Cityscape",1886,"chalk on paper",3010,2270,1886,"View of Paris with the Op&#233;ra"
5255199f-0320-490e-a006-8fe04e0b306f,"Auvers-sur-Oise,drawing,Figures",1890,chalk,3020,2370,1890,"Sketch of Two Women"
cd54b1b5-6234-4676-8bdf-52def8db8f2d,"Nuenen,painting,study,Figures,Heads,Peasant Life",1884,"oil on canvas",2950,3770,"1884 - 1885","Head of a Man"
089887aa-89e7-42c7-b30d-02d9928b4616,"The Hague,print,Figures",1882,lithography,2520,4810,1882,"Old Man with a Stick"
5f7a2a96-275e-433d-a0c4-a0bdcd531c36,"Saint-Rémy-de-Provence,drawing,Figures",1890,"pencil on paper",3260,2420,1890,"Four Men on a Road"
bcf7c0bf-7f62-4c3e-9dd2-679bd002c96f,"Paris,drawing,study,Figures,Still Life,nude",1887,chalk,1300,2080,1887,"Torso of Venus"
faf6b151-6bb4-44a5-b938-31613b51f7da,"Paris,painting,Self-Portrait",1887,"oil on cardboard",1410,1910,1887,Self-Portrait
971073cd-cf8c-47e5-abfe-0fcc515e388b,"Nuenen,drawing,Figures",1884,"chalk on paper",2130,3420,"1884 - 1885","Three Hands"
78819011-81bc-4c86-83b5-1e5ac133214f,"Saint-Rémy-de-Provence,drawing,landscape",1890,"chalk on paper",3190,2380,1890,"The Wall Enclosing the Wheatfield near the Asylum"
ea832f3e-fe50-41ab-bf69-afd8b5228702,"Paris,drawing,Figures,nude",1887,pencil,2580,3480,1887,"Dying Slave and Figures at a Table"
db6be4c9-4870-45dd-a318-cc49ebe7b0eb,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",2260,2870,1885,"Woman Peeling Potatoes"
aa571439-a278-44c1-9b6c-e2f45fe457b8,"Arles,drawing,Cityscape,landscape,Nature",1888,pencil,3460,2580,1888,"Park with Shrub"
47b8fabf-ef4f-4d4e-9727-cb0177ef3cfd,"Saint-Rémy-de-Provence,drawing,Figures",1890,"chalk on paper",3180,2380,1890,"Studies of a Hand"
88b1016d-e017-42b9-a312-700451308f82,"Nuenen,sketch,drawing",1884,"pencil on paper",750,1240,"1884 - 1885",Landscape
25b83113-cb10-4741-b714-f5c4df8d3844,"Paris,painting,Self-Portrait",1886,"oil on canvas",3250,4150,"1886 - 1887","Self-Portrait with Felt Hat"
1596fa96-1b24-49db-a2df-e6093f3c1dca,"Arles,drawing,Figures",1888,pencil,6120,4930,1888,"Seated Zouave"
afc8fe0b-8147-478c-ba4e-bd1ddd9feaba,"Saint-Rémy-de-Provence,drawing,Nature",1889,"pencil on paper",2520,3300,1889,"Tree and Wall in the Garden of the Asylum"
ecdd0ebe-ee7f-4066-af14-b78383bb78fb,"Paris,sketch,drawing",1886,"pencil on paper",1980,1090,1886,"Head of a Man with Horns"
c5e596a3-5b6c-4747-aa12-21abebbff587,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,"chalk on paper",2070,3380,"1884 - 1885","Head of a Woman"
6ea5b6b1-b41f-4c8f-bbe2-aa27ab3551ee,"Paris,painting,Portrait",1887,"oil on canvas",4570,6070,1887,"Portrait of L&#233;onie Rose Charbuy-Davy"
fd76fff9-bf51-474f-9fbf-36836c851220,"Nuenen,drawing,Figures,Peasant Life",1885,"crayon on paper",4280,5310,1885,"Peasant Lifting Beet"
2ce89e3f-f7ad-490f-a947-35a0b9bc384d,"Nuenen,drawing,landscape,Peasant Life",1885,"chalk on paper",4110,2860,1885,"Wheatfield with Reaper and Peasant Woman Binding Sheaves"
effc4d86-9dda-4c2e-92e9-39297ecaf0dd,"Nuenen,painting,study,Figures,Heads,Peasant Life",1885,"oil on canvas",3300,4550,1885,"Woman with a Mourning Shawl"
50d62f34-0b43-409a-a3ce-895a31bb9490,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3470,2110,1885,"Sale of Building Scrap"
51094d08-687e-4694-a360-9b0b38c82e7e,"Nuenen,drawing,landscape,Peasant Life",1885,"chalk on paper",2950,2260,1885,"Stooks and a Mill"
bad9aa65-ce2e-479d-94d9-48caa205f817,"Etten,drawing,Animals,Peasant Life",1881,pencil,6010,4150,1881,"Donkey and Cart"
6b3ed9d7-95b5-4f16-8e33-9c8707072976,"Saint-Rémy-de-Provence,drawing,Animals",1889,"chalk on paper",3180,2380,"1889 - 1890","Studies of a Dead Sparrow"
c5b0c10f-5945-4c86-b52f-eb17e87fe8a3,"Paris,drawing,Figures,Cityscape",1886,pencil,1010,1680,1886,"Woman Walking Her Dog (&#39;A La Villette&#39;)"
61211d00-5e47-46c1-97ae-1eb49412da8b,"Saint-Rémy-de-Provence,drawing,landscape",1890,"pencil on paper",3230,2490,1890,"The Walled Wheatfield"
adc2873d-2e67-464e-bc20-5b90dcba8fd5,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3460,2100,1885,"Man and Woman Sharing a Meal"
920d719d-9f43-4c34-8123-3e7647cd6199,"Saint-Rémy-de-Provence,drawing,Figures",1890,"pencil on paper",2390,3190,1890,"Sketches of Sitting Figures"
1293033b-1c66-43d3-844a-4e14523034d6,"Auvers-sur-Oise,drawing,Nature,landscape",1890,"chalk on paper",3120,2390,1890,"Trees Along the River Oise"
e960abd0-7642-47e1-af52-24dc5567f14f,"Paris,drawing,Figures,Still Life,nude",1887,"chalk on paper",2490,3220,1887,"Young Slave"
750587a3-ddec-458e-85fd-a771ec8ddec7,"Nuenen,drawing,Figures",1884,"pencil on paper",2120,3450,"1884 - 1885","Two Hands"
5f20e137-1570-4427-8674-e384692e7b13,"Paris,drawing,Animals,landscape",1887,pencil,3520,2690,1887,"Four Swifts with Landscape Sketches"
8c4eb652-7ccc-437f-9764-f97b066ae68e,"Nuenen,drawing,landscape,Nature,Townscape",1884,pencil,5420,4020,1884,"The Kingfisher"
481f36ad-23ee-40e7-89b6-3ecf21b2fae4,"1871 - 1880,The Hague,drawing,Figures",1873,"pencil on paper",1940,2630,1873,"Old Woman Asleep (after Rops)"
e26816c2-0757-4b64-88ce-e915e5aaa31b,"Auvers-sur-Oise,drawing,landscape,Nature",1890,"pencil on paper",3090,2370,1890,"Landscape with the River Oise"
0c66af04-1b0f-48f7-9e5b-d85c2fb0ca2e,"Saint-Rémy-de-Provence,drawing,Figures",1890,"pencil on paper",700,2420,1890,"Sketch of Women Doing the Washing"
316ab9d2-d682-460c-b9ed-5b076141988c,"The Hague,drawing,Figures",1882,chalk,5660,3790,1882,"The Poor and Money"
000c8fad-0cd0-4b94-a7cb-07b9244374d3,"sketch,drawing",1885,"pencil on paper",1360,1020,"1885 - 1886",Figure
5c041c55-c63e-4c93-803e-c1b8efd7208d,"Nuenen,painting,Still Life",1885,"oil on canvas",4250,3150,1885,"Beer Tankards"
332b803b-a066-45f9-94df-3d54b784ffd3,"Paris,painting,Figures",1887,"oil on canvas",6070,10070,1887,"Courtesan (after Eisen)"
65e90575-738c-4abd-96b5-c20dd894407a,"Nuenen,print,Figures,Peasant Life",1885,lithography,3200,2650,1885,"The Potato Eaters"
17874e97-e69a-426b-9bd5-d82d40589d0d,"The Hague,drawing,Figures",1883,chalk,2990,5560,1883,"Woman Sewing, with a Girl"
91ec7c4a-f9fd-4f96-a945-4f614817c9cf,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",4110,2860,1885,"Peasant with a Fork"
73d51fd6-c026-4319-bf81-a20a413c7c6f,"Paris,sketch,drawing",1886,chalk,1980,1090,1886,"Seated Female Nude and notes"
ab6b9136-1657-4de0-901a-3ad41df3d634,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"chalk on paper",3190,2380,1890,"Studies of Diggers"
0be6927c-e821-4d0f-b9b2-81788a906f8c,"Nuenen,drawing,Figures,Peasant Life",1885,"chalk on paper",3460,2090,1885,"Four People Sharing a Meal"
83f8af96-5bb7-4e0f-8ff7-62353e93c635,"Saint-Rémy-de-Provence,drawing,Townscape,Figures,Peasant Life",1890,"chalk on paper",3190,2380,1890,"Farmhouses and Studies of Diggers"
987235c5-ff94-42e7-9b30-db9a4df89927,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Sitting Male Figure (after Bargue)"
4d087db0-97e0-41e4-a107-9edbdcb7f200,"Paris,painting,study,Still Life",1886,"oil on cardboard",2680,3520,1886,"Kneeling Ecorch&#233;"
39ae0b1e-7636-43a4-8f99-c828a7291638,"Arles,drawing,Cityscape,landscape",1888,pencil,5010,3200,1888,"The Park and Pond in Front of the Yellow House"
0876365d-b634-444c-bd45-8731f2ade719,"Paris,drawing,study,Figures,Still Life,nude",1887,"chalk on paper",2460,3220,1887,"Torso of Venus"
a189fd68-6b39-46fe-a6e1-810c0ef44a02,"Nuenen,drawing,Figures,Peasant Life",1884,pencil,4030,2720,1884,Weaver
47598734-6ffa-4eb1-bf87-8bc1b01881e6,"Paris",1886,"chalk on paper",1980,1090,1886,Note
3e1763f6-0870-4f07-8877-fbb3f1db7a07,"Paris",1886,"pencil on paper",1980,1090,1886,Note
da6bd13c-7f45-4b57-afcb-fe9f72719a11,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,pencil,2120,3450,"1884 - 1885","Head of a Woman"
7d128153-d0d8-48c5-9c16-449eac989828,"Saint-Rémy-de-Provence,drawing,Nature",1889,pencil,4710,6180,1889,"Tree with Ivy in the Garden of the Asylum"
654bfd60-4f4e-4c28-8122-6ecb1308c0b7,"Paris,drawing,Nature",1887,pencil,2620,3830,1887,"Tracing of &#39;The Plum Tree Teahouse at Kameido&#39; of Hiroshige"
1b296602-94af-4786-801c-6b939e799045,"Saint-Rémy-de-Provence,drawing,landscape,Figures,Peasant Life",1890,"chalk on paper",3230,2380,1890,"Landscape with Cypresses and Studies of Figures"
bd796c70-ba9b-4877-83a8-43b81c8a3812,"Paris,drawing,landscape,Cityscape",1887,pencil,3950,5380,1887,"Sailing Boat on the Seine at Asni&#232;res"
878b968d-450a-47fe-9703-e9eac3ffbcbb,"Saint-Rémy-de-Provence,drawing,interior",1889,chalk,4760,6200,1889,"Window in the Studio"
59aa2e75-ce12-4c02-9f5a-30da93fccc81,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,pencil,1040,1580,"1884 - 1885","Head of a Woman"
6129df32-48da-40ca-a012-ab87ddbaafc4,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Standing Male Figure (after Bargue)"
15111a0f-3d4c-4f04-bb83-0cb95bad214f,"Arles,painting,landscape,Nature",1888,"oil on canvas on cardboard",6500,5400,1888,Wheatfield
9543d60f-d9a8-4378-855a-85eaf162ad2b,"Nuenen,painting,Still Life",1885,"oil on canvas",4400,3350,1885,"Basket of Apples"
05f03f7b-c6d1-411f-8749-b043141b066d,"Paris,drawing,Self-Portrait",1887,pencil,2440,3110,1887,Self-Portraits
0c887a87-05b3-481f-a52a-5f4e1c7856ff,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Hen
33f08b5b-7325-4e42-88e2-35aa1ce10bc6,"Nuenen",1884,"pencil on paper",750,1240,"1884 - 1885",Note
6f5aa266-6014-43a6-8656-2c475fbfc515,"Arles,painting,Nature,Blossom",1888,"oil on canvas",3750,5000,1888,"Peach Tree in Blossom"
60fbb3fb-e4de-4432-893d-90bc6062ffbc,"sketch,drawing",1890,"pencil on paper",850,1340,1890,Ravine
f8bfc4df-4bac-4eb3-b9a3-d8a01b716acd,"Antwerp,painting,Figures",1886,"oil on canvas",2480,3230,1886,"Head of a Skeleton with a Burning Cigarette"
2dc95aa8-24b6-48f9-83ee-79bcbbfc29f8,"Paris,drawing,Cityscape",1887,pencil,3160,2410,1887,"Gate in the Paris Ramparts"
91a9d19b-dc5f-40db-abdf-e25893556352,"Saint-Rémy-de-Provence,drawing,Figures,Peasant Life",1890,"pencil on paper",3170,2390,1890,"Studies of Figures"
ff0e7e9b-7152-4513-b89d-ab30973ab8e8,"The Hague,drawing,Figures",1882,"pencil on paper",2890,4800,1882,"Old Man Reading"
245ddf2b-b635-4bec-b91d-93d14c2bc208,"Nuenen,drawing,Figures,Heads,Peasant Life",1884,pencil,800,1420,"1884 - 1885","Head of a Man"
7575bf1c-f471-4ac6-a5ce-22fead2b0db9,"Nuenen,sketch,drawing",1884,pencil,750,1240,"1884 - 1885","Head of a Woman"
ae370fb2-fcb5-4d1c-a524-c3d6b67cdc0c,"Paris,painting,Cityscape,landscape",1887,"oil on canvas",4600,3200,1887,"Bank of the Seine"
40a87d81-8998-4b56-89ac-43e3c43175cb,"Paris,drawing,Cityscape",1886,"pencil on paper",1580,970,1886,"Jardin du Luxembourg"
ff7d069b-d007-46eb-9457-dcccb6f7fdfa,"sketch,drawing",1890,"pencil on paper",850,1340,1890,"Standing Male Figure (after Bargue)"
02e5df72-8f98-4413-9394-74c3c38583da,"Saint-Rémy-de-Provence,drawing,Figures",1890,"pencil on paper",3160,2380,1890,"Studies of a Hand and a Digger"
f943ca4c-64de-455c-a434-b6cbe300a4e6,"Saint-Rémy-de-Provence,painting,landscape,Nature",1889,"oil on canvas",0,7380,1889,"The Garden of Saint Paul&#39;s Hospital (&#39;Leaf-Fall&#39;)"
9df0d07c-a514-49af-9227-bc74860355e2,"Nuenen,drawing,Figures,Peasant Life",1884,pencil,2060,2630,1884,Weaver
fdf9d02b-e33d-44ae-99b2-2bbd63fbd922,"Paris,painting,Nature,landscape",1887,"oil on canvas",3770,4530,1887,"Path in the Woods"
cee2850d-f111-472d-af1d-37cf7e672b6b,"Auvers-sur-Oise,painting,Townscape,Peasant Life",1890,"oil on canvas",4640,3890,1890,Farmhouse
